2,-9,8
2,-8,8
2,-7,8
2,-6,8
2,-5,10
2,-4,10
2,-3,8
2,-2,8
2,-1,8
4,-9,8
4,-8,8
4,-7,8
4,-6,8
4,-5,10
4,-4,10
4,-3,8
4,-2,8
4,-1,8
5,-9,8
5,-8,25
5,-7,25
5,-6,8
5,-5,10
5,-4,10
5,-3,8
5,-2,8
5,-1,8
7,-9,8
7,-8,8
7,-7,8
7,-6,8
7,-5,10
7,-4,10
7,-3,8
7,-2,8
7,-1,8
8,-9,6
8,-8,7
8,-7,8
8,-6,8
8,-5,10
8,-4,10
8,-3,8
8,-2,8
8,-1,8
10,-9,8
10,-8,8
10,-7,8
10,-6,8
10,-5,10
10,-4,3
10,-3,8
10,-2,8
10,-1,8
11,-9,8
11,-8,8
11,-7,8
11,-6,10
11,-5,10
11,-4,2
11,-3,8
11,-2,8
11,-1,8
12,-9,8
12,-8,8
12,-7,8
12,-6,8
12,-5,10
12,-4,10
12,-3,8
12,-2,61
12,-1,8
13,-9,8
13,-8,8
13,-7,8
13,-6,8
13,-5,10
13,-4,10
13,-3,8
13,-2,8
13,-1,8
14,-9,8
14,-8,8
14,-7,8
14,-6,8
14,-5,10
14,-4,10
14,-3,8
14,-2,8
14,-1,61
15,-9,8
15,-8,8
15,-7,8
15,-6,8
15,-5,2
15,-4,10
15,-3,10
15,-2,61
15,-1,8
17,-9,10
17,-8,8
17,-7,8
17,-6,8
17,-5,3
17,-4,10
17,-3,31
17,-2,31
17,-1,31
18,-9,8
18,-8,8
18,-7,8
18,-6,8
18,-5,10
18,-4,10
18,-3,61
18,-2,8
18,-1,61
19,-9,31
19,-8,31
19,-7,31
19,-6,31
19,-5,10
19,-4,10
19,-3,8
19,-2,8
19,-1,8
20,-9,8
20,-8,8
20,-7,8
20,-6,8
20,-5,10
20,-4,10
20,-3,8
20,-2,8
20,-1,8
22,-9,8
22,-8,8
22,-7,10
22,-6,10
22,-5,10
22,-4,10
22,-3,61
22,-2,8
22,-1,6
24,-9,8
24,-8,8
24,-7,8
24,-6,8
24,-5,10
24,-4,10
24,-3,8
24,-2,8
24,-1,8
26,-9,9
26,-8,9
26,-7,4
26,-6,7
26,-5,10
26,-4,10
26,-3,8
26,-2,4
26,-1,7
27,-9,8
27,-8,8
27,-7,8
27,-6,8
27,-5,10
27,-4,10
27,-3,8
27,-2,8
27,-1,4
28,-9,8
28,-8,8
28,-7,8
28,-6,8
28,-5,5
28,-4,7
28,-3,8
28,-2,8
28,-1,8
29,-9,8
29,-8,8
29,-7,8
29,-6,61
29,-5,10
29,-4,10
29,-3,10
29,-2,10
29,-1,8
30,-9,8
30,-8,8
30,-7,8
30,-6,4
30,-5,7
30,-4,10
30,-3,8
30,-2,8
30,-1,8
32,-9,8
32,-8,8
32,-7,8
32,-6,8
32,-5,25
32,-4,10
32,-3,8
32,-2,8
32,-1,8
33,-9,8
33,-8,10
33,-7,10
33,-6,10
33,-5,10
33,-4,10
33,-3,8
33,-2,61
33,-1,8
34,-9,10
34,-8,61
34,-7,8
34,-6,8
34,-5,10
34,-4,10
34,-3,8
34,-2,8
34,-1,8
35,-9,8
35,-8,8
35,-7,8
35,-6,8
35,-5,10
35,-4,6
35,-3,7
35,-2,61
35,-1,61
36,-9,8
36,-8,8
36,-7,8
36,-6,8
36,-5,10
36,-4,10
36,-3,8
36,-2,8
36,-1,8
37,-9,8
37,-8,8
37,-7,8
37,-6,8
37,-5,10
37,-4,10
37,-3,4
37,-2,7
37,-1,8
38,-9,61
38,-8,8
38,-7,8
38,-6,8
38,-5,10
38,-4,10
38,-3,8
38,-2,61
38,-1,10
39,-9,8
39,-8,8
39,-7,8
39,-6,8
39,-5,1
39,-4,10
39,-3,61
39,-2,8
39,-1,8
40,-9,8
40,-8,8
40,-7,8
40,-6,8
40,-5,10
40,-4,10
40,-3,8
40,-2,8
40,-1,8
41,-9,8
41,-8,8
41,-7,8
41,-6,8
41,-5,25
41,-4,10
41,-3,8
41,-2,8
41,-1,8
42,-9,8
42,-8,8
42,-7,8
42,-6,8
42,-5,10
42,-4,10
42,-3,8
42,-2,8
42,-1,8
43,-9,8
43,-8,8
43,-7,8
43,-6,8
43,-5,25
43,-4,10
43,-3,8
43,-2,8
43,-1,8
44,-9,10
44,-8,10
44,-7,8
44,-6,8
44,-5,4
44,-4,7
44,-3,8
44,-2,8
44,-1,8
45,-9,8
45,-8,4
45,-7,7
45,-6,8
45,-5,10
45,-4,10
45,-3,8
45,-2,8
45,-1,8
46,-9,8
46,-8,8
46,-7,8
46,-6,8
46,-5,10
46,-4,10
46,-3,8
46,-2,8
46,-1,8
47,-9,31
47,-8,31
47,-7,31
47,-6,31
47,-5,3
47,-4,10
47,-3,8
47,-2,8
47,-1,8
49,-9,8
49,-8,8
49,-7,10
49,-6,8
49,-5,10
49,-4,10
49,-3,8
49,-2,8
49,-1,8
50,-9,8
50,-8,8
50,-7,8
50,-6,8
50,-5,10
50,-4,4
50,-3,7
50,-2,8
50,-1,8
53,-9,5
53,-8,7
53,-7,8
53,-6,8
53,-5,10
53,-4,10
53,-3,8
53,-2,8
53,-1,8
54,-9,60
54,-8,60
54,-7,60
54,-6,60
54,-5,60
54,-4,60
54,-3,60
54,-2,60
54,-1,60
56,-9,8
